id	apKa1	apKa2	apKa3	apKa4	apKa5	apKa6	apKa7	apKa8	bpKa1	bpKa2	bpKa3	bpKa4	bpKa5	bpKa6	bpKa7	bpKa8	atoms
1	0.89	2.48	3.25	6.13	7.44	12.60	17.62		4.91	-3.85	-5.22						29,36,24,6,34,44,47,2,44,47
